Confidence_Threshold,Margin_Threshold,CNN_Fusion_Alpha,Total_Corrected,Angry_Disgust,Fear_Sad_Neutral,Fear_Surprise,Sad_Neutral,Feature_Type,Model,Dataset,Accuracy,Macro_Precision,Macro_Recall,Macro_F1,Weighted_Precision,Weighted_Recall,Weighted_F1
0.85,0.15,0.5,1546,67,1166,313,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.638727652658463,0.6185965802765094,0.6218899663052975,0.6197827066444085,0.6336500226052175,0.638727652658463,0.6357086769548251
0.85,0.15,0.75,1546,67,1166,313,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.637334571627583,0.6084969096161611,0.6203876286433357,0.6138345396981749,0.6325010314432055,0.637334571627583,0.6344731010600319
0.85,0.15,1.0,1546,67,1166,313,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6368702112839564,0.6038803227540062,0.6233535261911358,0.6123122554050761,0.6318563251129744,0.6368702112839564,0.6337416339968114
0.85,0.2,0.0,1546,67,1166,313,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6322266078476898,0.611324358663685,0.6159692160973339,0.6132333759990752,0.6272443111724328,0.6322266078476898,0.6292864761841893
0.85,0.2,0.25,1546,67,1166,313,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6331553285349432,0.612498486665839,0.6168525449821983,0.6142927575423408,0.6282315011726074,0.6331553285349432,0.6302721738906766
0.85,0.2,0.5,1546,67,1166,313,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.638727652658463,0.6185965802765094,0.6218899663052975,0.6197827066444085,0.6336500226052175,0.638727652658463,0.6357086769548251
0.85,0.2,0.75,1546,67,1166,313,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.637334571627583,0.6084969096161611,0.6203876286433357,0.6138345396981749,0.6325010314432055,0.637334571627583,0.6344731010600319
0.85,0.2,1.0,1546,67,1166,313,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6368702112839564,0.6038803227540062,0.6233535261911358,0.6123122554050761,0.6318563251129744,0.6368702112839564,0.6337416339968114
0.85,0.3,0.0,1546,67,1166,313,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6322266078476898,0.611324358663685,0.6159692160973339,0.6132333759990752,0.6272443111724328,0.6322266078476898,0.6292864761841893
0.85,0.3,0.25,1546,67,1166,313,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6331553285349432,0.612498486665839,0.6168525449821983,0.6142927575423408,0.6282315011726074,0.6331553285349432,0.6302721738906766
0.85,0.3,0.5,1546,67,1166,313,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.638727652658463,0.6185965802765094,0.6218899663052975,0.6197827066444085,0.6336500226052175,0.638727652658463,0.6357086769548251
0.85,0.3,0.75,1546,67,1166,313,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.637334571627583,0.6084969096161611,0.6203876286433357,0.6138345396981749,0.6325010314432055,0.637334571627583,0.6344731010600319
0.85,0.3,1.0,1546,67,1166,313,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6368702112839564,0.6038803227540062,0.6233535261911358,0.6123122554050761,0.6318563251129744,0.6368702112839564,0.6337416339968114
0.9,0.05,0.0,1627,75,1202,350,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6329231483631298,0.6121737304857474,0.6167339122196854,0.6140497037169436,0.6279844240693677,0.6329231483631298,0.6300124556449372
0.9,0.05,0.25,1627,75,1202,350,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.633851869050383,0.6133510963248578,0.6176172411045496,0.6151103419305641,0.6289739375809958,0.633851869050383,0.6309990602251249
0.9,0.05,0.5,1627,75,1202,350,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.639424193173903,0.6193221307341327,0.6227224944385019,0.6205479122974294,0.6342958105017465,0.639424193173903,0.6363680812697311
0.9,0.05,0.75,1627,75,1202,350,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.637334571627583,0.6084969096161611,0.6203876286433357,0.6138345396981749,0.6325010314432055,0.637334571627583,0.6344731010600319
0.9,0.05,1.0,1627,75,1202,350,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6368702112839564,0.6038803227540062,0.6233535261911358,0.6123122554050761,0.6318563251129744,0.6368702112839564,0.6337416339968114
0.9,0.1,0.0,1627,75,1202,350,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6329231483631298,0.6121737304857474,0.6167339122196854,0.6140497037169436,0.6279844240693677,0.6329231483631298,0.6300124556449372
0.9,0.1,0.25,1627,75,1202,350,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.633851869050383,0.6133510963248578,0.6176172411045496,0.6151103419305641,0.6289739375809958,0.633851869050383,0.6309990602251249
0.9,0.1,0.5,1627,75,1202,350,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.639424193173903,0.6193221307341327,0.6227224944385019,0.6205479122974294,0.6342958105017465,0.639424193173903,0.6363680812697311
0.9,0.1,0.75,1627,75,1202,350,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.637334571627583,0.6084969096161611,0.6203876286433357,0.6138345396981749,0.6325010314432055,0.637334571627583,0.6344731010600319
0.9,0.1,1.0,1627,75,1202,350,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6368702112839564,0.6038803227540062,0.6233535261911358,0.6123122554050761,0.6318563251129744,0.6368702112839564,0.6337416339968114
0.9,0.15,0.0,1627,75,1202,350,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6329231483631298,0.6121737304857474,0.6167339122196854,0.6140497037169436,0.6279844240693677,0.6329231483631298,0.6300124556449372
0.9,0.15,0.25,1627,75,1202,350,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.633851869050383,0.6133510963248578,0.6176172411045496,0.6151103419305641,0.6289739375809958,0.633851869050383,0.6309990602251249
0.9,0.15,0.5,1627,75,1202,350,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.639424193173903,0.6193221307341327,0.6227224944385019,0.6205479122974294,0.6342958105017465,0.639424193173903,0.6363680812697311
0.9,0.15,0.75,1627,75,1202,350,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.637334571627583,0.6084969096161611,0.6203876286433357,0.6138345396981749,0.6325010314432055,0.637334571627583,0.6344731010600319
0.9,0.15,1.0,1627,75,1202,350,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6368702112839564,0.6038803227540062,0.6233535261911358,0.6123122554050761,0.6318563251129744,0.6368702112839564,0.6337416339968114
0.9,0.2,0.0,1627,75,1202,350,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6329231483631298,0.6121737304857474,0.6167339122196854,0.6140497037169436,0.6279844240693677,0.6329231483631298,0.6300124556449372
0.9,0.2,0.25,1627,75,1202,350,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.633851869050383,0.6133510963248578,0.6176172411045496,0.6151103419305641,0.6289739375809958,0.633851869050383,0.6309990602251249
0.9,0.2,0.5,1627,75,1202,350,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.639424193173903,0.6193221307341327,0.6227224944385019,0.6205479122974294,0.6342958105017465,0.639424193173903,0.6363680812697311
0.9,0.2,0.75,1627,75,1202,350,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.637334571627583,0.6084969096161611,0.6203876286433357,0.6138345396981749,0.6325010314432055,0.637334571627583,0.6344731010600319
0.9,0.2,1.0,1627,75,1202,350,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6368702112839564,0.6038803227540062,0.6233535261911358,0.6123122554050761,0.6318563251129744,0.6368702112839564,0.6337416339968114
0.9,0.3,0.0,1627,75,1202,350,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6329231483631298,0.6121737304857474,0.6167339122196854,0.6140497037169436,0.6279844240693677,0.6329231483631298,0.6300124556449372
0.9,0.3,0.25,1627,75,1202,350,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.633851869050383,0.6133510963248578,0.6176172411045496,0.6151103419305641,0.6289739375809958,0.633851869050383,0.6309990602251249
0.9,0.3,0.5,1627,75,1202,350,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.639424193173903,0.6193221307341327,0.6227224944385019,0.6205479122974294,0.6342958105017465,0.639424193173903,0.6363680812697311
0.9,0.3,0.75,1627,75,1202,350,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.637334571627583,0.6084969096161611,0.6203876286433357,0.6138345396981749,0.6325010314432055,0.637334571627583,0.6344731010600319
0.9,0.3,1.0,1627,75,1202,350,0,Step1_Guided_Confusion_Correction,Specialist_ML_Probability_Correction,Validation_Tuning,0.6368702112839564,0.6038803227540062,0.6233535261911358,0.6123122554050761,0.6318563251129744,0.6368702112839564,0.6337416339968114
